plz;ort;bezirk;bundesland;gueltigab;gueltigbis;plztyp;internextern;adressierbar;postfach
6264;Fügenberg;Schwaz;T;"2010-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6265;"Hart im Zillertal";Schwaz;T;"2008-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6271;Uderns;Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6272;Kaltenbach;Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6273;"Ried im Zillertal";Schwaz;T;"2012-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6274;Aschau;Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6275;Stumm;Schwaz;T;"2008-10-09";;"PLZ-Adressierung";extern;Ja;Ja
6276;Stummerberg;Schwaz;T;"2008-10-01";;"PLZ-Adressierung";extern;Ja;Nein
6277;Zellberg;Schwaz;T;"2009-04-01";;"PLZ-Adressierung";extern;Ja;Nein
6278;Hainzenberg;Schwaz;T;"2009-10-01";;"PLZ-Adressierung";extern;Ja;Nein
6280;"Zell am Ziller";Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6281;Gerlos;Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6283;Hippach;Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6284;"Ramsau im Zillertal";Schwaz;T;"2008-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6290;Mayrhofen;Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6292;Finkenberg;Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6293;Tux;Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6294;Hintertux;Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6295;Ginzling;Schwaz;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6300;Wörgl;Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6305;Itter;Kitzbühel;T;"2006-09-01";;"PLZ-Adressierung";extern;Ja;Nein
6306;Söll;Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6311;"Wildschönau-Oberau";Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6313;"Wildschönau-Auffach";Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6314;"Wildschönau-Niederau";Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6314;"Wildschönau-Niederau";Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6320;Angerberg;Kufstein;T;"2009-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6321;Angath;Kufstein;T;"2010-10-01";;"PLZ-Adressierung";extern;Ja;Nein
6322;Kirchbichl;Kufstein;T;"2021-10-06";;"PLZ-Adressierung";extern;Ja;Ja
6323;"Bad Häring";Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6324;Mariastein;Kufstein;T;"2007-11-01";;"PLZ-Adressierung";extern;Ja;Nein
6330;Kufstein;Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6334;Schwoich;Kufstein;T;"2007-10-01";;"PLZ-Adressierung";extern;Ja;Nein
6335;Thiersee;Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6336;Langkampfen;Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6341;Ebbs;Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6342;Niederndorf;Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6343;Erl;Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6344;Walchsee;Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6345;Kössen;Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6346;Niederndorferberg;Kufstein;T;"2011-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6347;Rettenschöss;Kufstein;T;"2013-12-01";;"PLZ-Adressierung";extern;Ja;Nein
6351;"Scheffau am Wilden Kaiser";Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6352;Ellmau;Kufstein;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6353;"Going am Wilden Kaiser";Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6361;Hopfgarten;Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6363;Westendorf;Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6364;"Brixen im Thale";Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6365;"Kirchberg in Tirol";Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6370;Kitzbühel;Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6371;Aurach;Kitzbühel;T;"2009-07-01";;"PLZ-Adressierung";extern;Ja;Nein
6372;"Oberndorf in Tirol";Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6373;Jochberg;Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6380;"St. Johann in Tirol";Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6382;"Kirchdorf in Tirol";Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6383;Erpfendorf;Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6384;Waidring;Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6385;Schwendt;Kitzbühel;T;"2008-11-01";;"PLZ-Adressierung";extern;Ja;Nein
6391;Fieberbrunn;Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6392;"St. Jakob in Haus";Kitzbühel;T;"2008-10-09";;"PLZ-Adressierung";extern;Ja;Nein
6393;"St. Ulrich am Pillersee";Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6395;Hochfilzen;Kitzbühel;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6401;Inzing;"Innsbruck-Land";T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6402;Hatting;"Innsbruck-Land";T;"2005-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6403;Flaurling;"Innsbruck-Land";T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6404;Polling;"Innsbruck-Land";T;"2008-06-01";;"PLZ-Adressierung";extern;Ja;Ja
6405;Pfaffenhofen;"Innsbruck-Land";T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6406;"Oberhofen im Inntal";"Innsbruck-Land";T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6408;Pettnau;"Innsbruck-Land";T;"2007-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6410;Telfs;"Innsbruck-Land";T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6413;Wildermieming;"Innsbruck-Land";T;"2013-12-01";;"PLZ-Adressierung";extern;Ja;Nein
6414;Mieming;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6416;Obsteig;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6421;Rietz;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6422;Stams;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6423;Mötz;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6424;Silz;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6425;Haiming;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6426;Roppen;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6430;"Ötztal Bahnhof";Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6432;Sautens;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6433;Oetz;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6441;Umhausen;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6444;Längenfeld;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6450;Sölden;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6452;Hochsölden;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6456;Obergurgl;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6458;Vent;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6460;Imst;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6462;Karres;Imst;T;"2008-09-01";;"PLZ-Adressierung";extern;Ja;Nein
6463;Karrösten;Imst;T;"2012-09-01";;"PLZ-Adressierung";extern;Ja;Nein
6464;Tarrenz;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6465;Nassereith;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6471;"Arzl im Pitztal";Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6473;Wenns;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6473;Wenns;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6474;Jerzens;Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6481;"St. Leonhard im Pitztal";Imst;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6491;Schönwies;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6492;Imsterberg;Imst;T;"2009-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6493;Mils;Imst;T;"2009-07-01";;"PLZ-Adressierung";extern;Ja;Nein
6500;Landeck;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6511;Zams;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6521;Fließ;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6522;Prutz;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6524;"Feichten im Kaunertal";Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6525;Faggen;Landeck;T;"2012-06-01";;"PLZ-Adressierung";extern;Ja;Nein
6526;Kauns;Landeck;T;"2015-12-01";;"PLZ-Adressierung";extern;Ja;Nein
6527;Kaunerberg;Landeck;T;"2008-10-09";;"PLZ-Adressierung";extern;Ja;Nein
6528;Fendels;Landeck;T;"2008-12-01";;"PLZ-Adressierung";extern;Ja;Nein
6531;"Ried im Oberinntal";Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6532;Ladis;Landeck;T;"2008-06-01";;"PLZ-Adressierung";extern;Ja;Nein
6533;Fiss;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6534;Serfaus;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6541;Tösens;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6542;Pfunds;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6543;Nauders;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6544;Spiss;Landeck;T;"2008-11-01";;"PLZ-Adressierung";extern;Ja;Nein
6551;Pians;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6552;Tobadill;Landeck;T;"2008-08-01";;"PLZ-Adressierung";extern;Ja;Nein
6553;See;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6555;Kappl;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6561;Ischgl;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6562;Mathon;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6563;Galtür;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6571;Strengen;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6572;Flirsch;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6574;"Pettneu am Arlberg";Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6580;"St. Anton am Arlberg";Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6591;Grins;Landeck;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6600;Reutte;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6604;Höfen;Reutte;T;"2009-04-01";;"PLZ-Adressierung";extern;Ja;Nein
6610;Wängle;Reutte;T;"2008-10-09";;"PLZ-Adressierung";extern;Ja;Nein
6611;Heiterwang;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6621;Bichlbach;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6622;Berwang;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6623;Namlos;Reutte;T;"2008-10-09";;"PLZ-Adressierung";extern;Ja;Nein
6631;Lermoos;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6632;Ehrwald;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6633;Biberwier;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6642;Stanzach;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6644;Elmen;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6645;Vorderhornbach;Reutte;T;"2007-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6646;Hinterhornbach;Reutte;T;"2008-06-01";;"PLZ-Adressierung";extern;Ja;Nein
6647;Pfafflar;Reutte;T;"2008-07-01";;"PLZ-Adressierung";extern;Ja;Nein
6650;Gramais;Reutte;T;"2008-12-01";;"PLZ-Adressierung";extern;Ja;Nein
6651;Häselgehr;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6652;Elbigenalp;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6653;Bach;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6654;Holzgau;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6655;Steeg;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6670;Forchach;Reutte;T;"2008-10-01";;"PLZ-Adressierung";extern;Ja;Nein
6671;"Weißenbach am Lech";Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6672;Nesselwängle;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6673;Grän;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6675;Tannheim;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6677;Schattwald;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6682;Vils;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6691;Jungholz;Reutte;T;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6700;Bludenz;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6706;Bürs;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6707;Bürserberg;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6708;Brand;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6710;Nenzing;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6712;Thüringen;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6713;Ludesch;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6714;Nüziders;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6719;Bludesch;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6721;Thüringerberg;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6722;"St. Gerold";Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6723;Blons;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6731;Sonntag;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6733;Fontanella;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6741;Raggal;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6751;Braz;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6752;Dalaas;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6754;Klösterle;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6762;Stuben;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6763;Zürs;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6764;Lech;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6767;Warth;Reutte;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6767;Warth;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6771;"St. Anton im Montafon";Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6773;Vandans;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6774;Tschagguns;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6780;Schruns;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6781;Bartholomäberg;Bludenz;V;"2010-04-01";;"PLZ-Adressierung";extern;Ja;Nein
6782;Silbertal;Bludenz;V;"2010-05-01";;"PLZ-Adressierung";extern;Ja;Nein
6787;Gargellen;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6791;"St. Gallenkirch";Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6793;Gaschurn;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6794;Partenen;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6800;Feldkirch;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6811;Göfis;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6812;Meiningen;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6820;Frastanz;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6820;Frastanz;Bludenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6822;Satteins;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6824;Schlins;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6830;Rankweil;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6832;"Sulz-Röthis";Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6833;"Klaus-Weiler";Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6834;Übersaxen;Feldkirch;V;"2006-05-01";;"PLZ-Adressierung";extern;Ja;Nein
6835;Zwischenwasser;Feldkirch;V;"2010-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6836;Viktorsberg;Feldkirch;V;"2008-10-09";;"PLZ-Adressierung";extern;Ja;Nein
6837;Weiler;Feldkirch;V;"2016-12-01";;"PLZ-Adressierung";extern;Ja;Nein
6840;Götzis;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6841;Mäder;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6842;Koblach;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6844;Altach;Feldkirch;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6845;Hohenems;Dornbirn;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6850;Dornbirn;Dornbirn;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6850;Dornbirn;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6858;Schwarzach;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6861;Alberschwende;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6863;Egg;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6866;Andelsbuch;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6867;Schwarzenberg;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6870;Bezau;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6874;Bizau;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6881;Mellau;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6882;Schnepfau;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6883;Au;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6884;Damüls;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6886;Schoppernau;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6888;Schröcken;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6890;Lustenau;Dornbirn;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6900;Bregenz;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6911;Lochau;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6912;Hörbranz;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6914;Hohenweiler;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6921;Kennelbach;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6922;Wolfurt;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6923;Lauterach;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6932;"Langen bei Bregenz";Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6933;Doren;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6934;Sulzberg;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6941;Langenegg;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6942;Krumbach;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6943;Riefensberg;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6951;Lingenau;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6952;Hittisau;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6960;"Wolfurt-Bahnhof";Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6971;Hard;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6972;Fußach;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6973;Höchst;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6974;Gaißau;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6991;Riezlern;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
6992;Hirschegg;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
6993;Mittelberg;Bregenz;V;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
7000;Eisenstadt;"Eisenstadt(Stadt)";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7011;Siegendorf;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7012;Zagersdorf;"Eisenstadt-Umgebung";B;"2015-09-01";;"PLZ-Adressierung";extern;Ja;Nein
7013;Klingenbach;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7020;"Loipersbach im Burgenland";Mattersburg;B;"2012-03-01";;"PLZ-Adressierung";extern;Ja;Nein
7021;Draßburg;Mattersburg;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7022;Schattendorf;Mattersburg;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7023;Zemendorf;Mattersburg;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7024;Hirm;Mattersburg;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7025;Pöttelsdorf;Mattersburg;B;"2021-12-01";;"PLZ-Adressierung";extern;Ja;Nein
7031;Krensdorf;Mattersburg;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
7032;Sigleß;Mattersburg;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
7033;Pöttsching;Mattersburg;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7033;Pöttsching;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7034;Zillingtal;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
7035;Steinbrunn;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
7041;Wulkaprodersdorf;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7042;Antau;Mattersburg;B;"2010-07-01";;"PLZ-Adressierung";extern;Ja;Ja
7051;Großhöflein;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7052;Müllendorf;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
7053;Hornstein;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7061;"Trausdorf an der Wulka";"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
7062;"St. Margarethen im Burgenland";"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7063;Oggau;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7064;Oslip;"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
7071;Rust;"Rust(Stadt)";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
7072;"Mörbisch am See";"Eisenstadt-Umgebung";B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
